patent_number,title
US5658A,Improvement in the manufacture of bromine 
US5659A,Machine foe 
US5660A,Bubblers  balls 
US5661A,Boring and mortising machine 
US5662A,Folding bedstead 
US5663A,Improvement in refining gold and silver 
US5664A,Construction oe factory chimneys 
US5665A,Improvement in rotary plows 
US5666A,Machinery for sawing irregular shapes 
US5667A,Threshing-machine 
US5668A,Evaporator and condenser 
US5669A,Cooking-stove 
US5670A,Machinery for cutting paper 
US5671A,Machinery fob 
US5672A,Mark wilder 
US5673A,Combination oe springs with the back-chain of caets 
US5674A,Combined carriage-spring 
US5675A,Portable cooking-stove 
US5676A,Improvement in furnaces for evaporating 
US5677A,Improvement in hillside-plows 
US5678A,Watee-wheel 
US5679A,Radiator 
US5680A,Cooking-stove 
US5681A,Improvement in enamels for iron 
US5682A,Twyek 
US5683A,Hinge and fastening of window-blinds 
US5684A,Mold fob making- akgand-lamp fountains of glass 
US5685A,Powdek-pkoof lock 
US5686A,Powder-proof lock 
US5687A,Improvement in harrows 
US5688A,Printing yarns for the manufacture of tapestry 
US5689A,Bedstead-fastening 
US5690A,Spabk-abbesteb 
US5691A,Improvement in sugar-pans 
US5692A,parker 
US5693A,Window-catch 
US5694A,atent 
US5695A,Machinery for welding iron pipes 
US5696A,Fowler m 
US5697A,Claw-hammeb 
US5698A,David culver 
US5699A,Improved method of attaching a 
US5700A,Spring-clutch 
US5701A,Walter hunt 
US5702A,Improvement in the closed bloom ery-fi re 
US5703A,Improvement in machines for sowing seeds 
US5704A,Aik-heatiwg stove 
US5705A,Arranging and combining valves of steam-engines 
US5706A,Guard ob 
US5707A,Sckew-wrench 
US5708A,James kyle 
US5709A,Improvement in spring fish-hooks 
US5710A,phipps blake 
US5711A,Improvement in surgical or dental operating-chairs 
US5712A,Boiler-furnace 
US5713A,Machinery for 
US5714A,Beehive 
US5715A,Improvement in cultivators 
US5716A,Valve of water-iiams 
US5717A,Straw-gutter 
US5718A,Governor for regulating motion 
US5719A,Ditching-machine 
US5720A,Boiler and other e 
US5721A,Cooking-stove 
US5722A,op plattsbtjrg 
US5723A,Improve me nt in boot-crimps 
US5724A,Henry g 
US5725A,Hydraulic ram 
US5726A,Fly-trap 
US5727A,Cooking-stove 
US5728A,pakmelee 
US5729A,jordan i 
US5730A,Improvement in steam cotton-presses 
US5731A,Elisha k 
US5732A,Rotaky engine 
US5733A,Machiitee 
US5734A,Improvement in machinery for cutting and preparing flax 
US5735A,James bogardus 
US5736A,Machinery fob dressing axes 
US5737A,Metallic peit 
US5738A,Francis kelsey 
US5739A,William easby 
US5740A,Improvement in cotton-gins 
US5741A,Method osi converting rectilinear 
US5742A,Then-table 
US5743A,Floating excavatok 
US5744A,Manufacture op canvas for sails 
US5745A,Horatio allen 
US5746A,Improvement in calculating-machine 
US5747A,Cutting veneers into figures 
US5748A,Waeeen jenks 
US5749A,Compound bail 
US5750A,Improvement in plows 
US5751A,Pboto-litho 
US5752A,Self-acting railroad-switch 
US5753A,Jonathan w 
US5754A,Appabattts for stretching and drying cloth 
US5755A,Improvement in cultivator-points 
US5756A,Pulp-machine 
US5757A,John m 
US5758A,Dooe-lock 
US5759A,photo-utho 
US5760A,Machine for dressing chair-seats 
US5761A,Needle of knitting-looms 
US5762A,Shingle-machine 
US5763A,Sliding breech-pin and s elf-capping gun 
US5764A,Washing-machine 
US5765A,Motive power 
US5766A,Doob-lock 
US5767A,Machinery fob 
US5768A,Machinery fob 
US5769A,Method of 
US5770A,Double-bellows pump 
US5771A,James k 
US5772A,Uefrigekator 
US5773A,Sizing and drying cotton-batting 
US5774A,Steam-hammer 
US5775A,Ice-cream freezer 
US5776A,Improved apparatus for rotting hemp 
US5777A,Improvement in hulling wheat preparatoryto grinding 
US5778A,Window-sash fasteneb 
US5779A,Metallic g-bomet 
US5780A,Improvement in preparing shoe-pegs 
US5781A,Improvement in posts for telegraphs 
US5782A,Christian v 
US5783A,Spinoabdominal supporter 
US5784A,Door-spring 
US5785A,Improvement in chutes and water-wheels 
US5786A,John g 
US5787A,Locomotive 
US5788A,John young 
US5789A,Improvement in fountain-pen holders and nibs 
US5790A,Reuben a 
US5791A,Lock and escutcheon 
US5792A,Machinery for planing rived staves 
US5793A,Refeigekatob 
US5794A,Improvement in screw-threading machines 
US5795A,Saddletree for carts 
US5796A,Picker for looms 
US5797A,Improvement in jaw-temples for looms 
US5798A,Upper 
US5799A,Machinery fob dressing staves 
US5800A,Improvement in cultivators 
US5801A,Improvement in machinery for breaking and dressing hemp 
US5802A,Charles learned 
US5803A,Improved machine for turning the heads of wood-screws 
US5804A,Bridle 
US5805A,Method of raising water 
US5806A,Lantern 
US5807A,Brake fob cabs 
US5808A,Limekiln 
US5809A,Joseph jones 
US5810A,Abel stillman 
US5811A,Improvement in hemp-brakes 
US5812A,Improvement in cutting screws on rails of bedsteads 
US5813A,stevens 
US5814A,Improved self-loading and self-capping repeating fire-arm 
US5815A,Railroad-cab 
US5816A,Oraiw-dbieb 
US5817A,Improvement in machinery for cleaning tobacco-leaves 
US5818A,Metal 
US5819A,marsh 
US5820A,John robertson 
US5821A,Cream-freezer 
US5822A,Harness-saddle 
US5823A,mallbtt 
US5824A,clarke 
US5825A,collier 
US5826A,Mill for grinding 
US5827A,Improved table-cutlery 
US5828A,Hachine for hoisting 
US5829A,Mill eor grinding 
US5830A,Levi hall 
US5831A,Mill for grinding 
US5832A,Method o 
US5833A,Improvement in horse-rakes 
US5834A,Improvement in corn-planters 
US5835A,Augustus hamann 
US5836A,Hemphill  
US5837A,berwick 
US5838A,Harness-buckle 
US5839A,Chimney-cap 
US5840A,Improvement in presses 
US5841A,Improved molder s flask 
US5842A,Ventilating- ships 
US5843A,Machine fob mtakiiirg spikes 
US5844A,Joseph sohofield 
US5845A,Samuel j 
US5846A,Improvement in type-molds 
US5847A,Wheel for spinning 
US5848A,Coiot-sheller 
US5849A,Blocking hats 
US5850A,Apparatus for administering ether 
US5851A,Machinery for doubling and twisting tarn 
US5852A,Archimedean lead-pipe machine 
US5853A,Ii i i j i i ii 
US5854A,Island 
US5855A,Improvement in plows 
US5856A,Improvement in presses 
US5857A,Flood-fence 
US5858A,Improvement in planting-plows 
US5859A,Improvement in cultivators 
US5860A,peters 
US5861A,Locking umbrella and parasol 
US5862A,Domestic telegraph 
US5863A,Matthias p 
US5864A,Book-spring 
US5865A,Dentist s htstbument 
US5866A,Dentist s deill 
US5867A,Island 
US5868A,Window-curtain suspension 
US5869A,Engine  for cutting files 
US5870A,Improvement in lamps 
US5871A,Improvement in making mills and skeleton dies for printing 
US5872A,Saddle 
US5873A,Cutting irregular forms 
US5874A,Apparatus eob baking- water 
US5875A,photo-litho 
US5876A,Boot-tree 
US5877A,Pessary 
US5878A,Brick-press 
US5879A,Enoch hidden 
US5880A,Lamp-top 
US5881A,Rock-dbilling machine 
US5882A,Machine for creasing leather straps 
US5883A,Improvement in horse-rakes 
US5884A,Improved method of fastening wire to fence-posts 
US5885A,Canal look gate 
US5886A,Shihgle-machine 
US5887A,Fasteuzkrgr for pantaloon-straps 
US5888A,Isaac w 
US5889A,Improvement in insulating-supports for telegraph-wires 
US5890A,James stevens 
US5891A,James hawobth and jno 
US5892A,Thomas marquis 
US5893A,Hanging bunneb-stones in mills 
US5894A,Hand-drill 
US5895A,Improvement in alloys for sheet metal 
US5896A,Shoe-pegging machine 
US5897A,Improvement in the manufacture of alkaline chromates 
US5898A,Sawmill 
US5899A,Hydraulic apparatus for transmitting power 
US5900A,Wagon 
US5901A,Machinery for raising 
US5902A,Universal instrument-sharpener 
US5903A,Improvement in composition of slate-pencils 
US5904A,Horace h 
US5905A,Extension-table 
US5906A,Cyrus baldwin 
US5907A,Tilling barrels with flour 
US5908A,Richard solis 
US5909A,Improvement in hillside-plows 
US5911A,Dtjck s-foot propeller 
US5912A,Lamp-wicks 
US5913A,Screw-jack 
US5914A,Odometer 
US5915A,Improvement in manufacture of buckwheat-size 
US5916A,Mill for breaking and grinding 
US5917A,Francis x 
US5918A,tubneb 
US5919A,Island 
US5920A,Uthographer 
US5921A,Improvement in roller cotton-gins 
US5922A,Improvement in hillside-plows 
US5923A,Machine for plaiting shirts 
US5924A,James p 
US5925A,Improvement in harvesting-machines 
US5926A,johnson and h 
US5927A,Planing irregular poems 
US5928A,fisher 
US5929A,rieffel and n 
US5930A,Improvement in scythe-fasten ings 
US5931A,Improvement in grass-cutting machines 
US5932A,brown 
US5933A,Improvement in harvesters 
US5934A,Improvement in harvesting-machines 
US5935A,Improvement xn  axle-boxesi 
US5936A,Cidek-mill 
US5937A,Sylvania 
US5938A,Razor-strop 
US5939A,Jacqttard 
US5940A,gordon 
US5941A,Knife-polisher 
US5942A,Improvement in sewing-machines 
US5943A,Leonard b 
US5944A,Mill foe grinding 
US5945A,Seneca s 
US5946A,Machine fob making wooden pegs 
US5947A,Improved composition for the pastel-vat to be used in dyeing 
US5948A,Island 
US5949A,Improved gun-harpoon 
US5950A,Improvement in smoothing-irons 
US5951A,bailey 
US5952A,Abraham bassford 
US5953A,James m 
US5954A,Stove-fltte 
US5955A,Plate for boiler-holes in cooking-stoves 
US5956A,Improvement in hand-cultivators 
US5957A,Improvement in copying surfaces by electricity 
US5958A,Henry ruttan 
US5959A,Breaking and kneading dough 
US5960A,Ice-cream 
US5961A,Car-coupling 
US5962A,Felix a 
US5963A,Victok giroud 
US5964A,Drawing-head for spinners 
US5965A,Franklin stove 
US5966A,Ephraim morris 
US5967A,peters 
US5968A,Parlor-stove 
US5969A,Bell-telegraph 
US5970A,Apparatus for drawing and measuring liquids 
US5971A,Samuel maxam 
US5972A,Machine for cutting paper fringe 
US5973A,Improvement in plows 
US5974A,Machinery for boring brush-blocks 
US5975A,House-collar block 
US5976A,Sash bearer and fastener 
US5977A,Joseph p 
US5978A,Improvement in the manufacture df ichthyocolla 
US5979A,Method of preserving the shape of steel springs in the process of tempering 
US5980A,Machinery fob turning irbegttlab shapes 
US5981A,Improvement in plows 
US5982A,Corw-sheller 
US5983A,Lathe fob turning hoe-handles 
US5984A,Oblique door-latch 
US5985A,Pianoforte-action 
US5986A,Bolt-heading machine 
US5987A,Cooking-stove 
US5988A,lovegeoove 
US5989A,Sawing spokes 
US5990A,of baltimore 
US5991A,parker 
US5992A,Improvement in grain-drills 
US5993A,Shower-bath 
US5994A,Combined beading-tool and circular shears 
US5995A,Attaching and detaching hubs and axles 
US5996A,Jottrjstal and box 
US5997A,Swinging bridge 
US5998A,Improvement in combined plows 
US5999A,Improvement in plows 
US6000A,Abunah s 
US6001A,Manufacture of lampblack and colophane 
US6002A,Screw-wrench for grasping cylindrical forms 
US6003A,Method of bending shelf from which iron tubes abe made 
US6004A,chinnqck 
US6005A,Machine for hook-heading spikes by one motion 
US6006A,Mode of making and playing tunes to produce music 
US6007A,Improvement in plows 
US6008A,Pkoto-litho 
US6009A,Improvement in machines for gathering pea-vines 
US6010A,Improvement in the manufacture of hats 
US6011A,Tooth-extractor 
US6012A,Lithographing co 
US6013A,Improvement in molding and compressing cores 
US6014A,Stop-motion for drawing-frames 
US6015A,Machine for piling saws 
US6016A,Improvement in corn-planters 
US6017A,Die for bending ttjbe-skelps 
US6018A,Improvement in bog-cutters 
US6019A,Cast-iron car-wheel 
US6020A,Improvement in plows 
US6021A,Cast-iron cab-wheel 
US6022A,Cast-iron oak-wheel 
US6023A,Body-brace 
US6024A,Cast-iron gar-wheel 
US6025A,Island 
US6026A,Cast-iron car-wheel 
US6027A,Rotary blacksmith s twyer 
US6028A,Improved lubricating compound 
US6029A,Method of directing the scoops in dredging machines 
US6030A,Samuel truscott 
US6031A,Boot-tree 
US6032A,Stop-cock wots 
US6033A,Clapboard-machine 
US6034A,Improvement in harvesting-machines 
US6035A,Peters 
US6036A,Machinery for postmarking i 
US6037A,Improvement in cultivators 
US6038A,Machinery fob making boxes 
US6039A,Hazakd knowles 
US6040A,Improvement in indicating-telegraph 
US6041A,Cast-iroit plate cab-wheel 
US6042A,Bail and wheel for turning curves of railroads 
US6043A,Improvement in cylinders for carrying and supporting cards 
US6044A,Manufacture of cylinders for burring of wool 
US6045A,Shingle and stave dressing- machine 
US6046A,Chuck for lathes 
US6047A,Shower-bath 
US6048A,Rolleb ox-shoe machine with movable dies 
US6049A,Improvement in seed-planters 
US6050A,Improvement in seed-planters 
US6051A,Wool cleaning and lapping machine 
US6052A,Andrew b 
US6053A,schfebly and thos 
US6054A,Improved process for welding cast to wrought iron or steel 
US6055A,Jesse k 
US6056A,Improvement in taking daguerreotype-pictures 
US6057A,Guard or stripper for stirring-machines 
US6058A,Carving-machine 
US6059A,Combined hinge 
US6060A,Register for hot-air furnaces 
US6061A,Cooking-stove 
US6062A,Improvement in the reduction of ores 
US6063A,Improvement in baking apparatus 
US6064A,Railroad-truck 
US6065A,Alpheus nettleton 
US6066A,Improvement in the manufacture of india-rubber 
US6067A,Cooking-stove 
US6068A,Cooking-stove 
US6069A,Cooking-stove 
US6070A,Cooking-stove 
US6071A,Improved lubricating compound 
US6072A,Manufacture of vinegar 
US6073A,Combined spring rock-drilling machine 
US6074A,Machine fob making suspender-buckles 
US6075A,Flood-fence 
US6076A,Mtjltiple-orrate ftmstace for 
US6077A,Improved hinged claw-wrench 
US6078A,Roller weather-strip 
US6079A,Mill for rolling irregular shapes by means of a cam-pattern 
US6080A,Improvement in cooking-stoves 
US6081A,Cooking-stove 
US6082A,Improvement in tops for wire ropes 
US6083A,Cooking-stove 
US6084A,Machinery for spinning hemp 
US6085A,Hoisting apparatus 
US6086A,Cooking-stove 
US6087A,Plate for boiler-holes and tops of stoves 
US6088A,Improved method of boring gun-barrels 
US6089A,William cobb 
US6090A,fitzgerald 
US6091A,Improvement in rotary-cutter plows 
US6092A,Horatio allen 
US6093A,Horatio allen 
US6094A,Music-stand 
US6095A,Cutting boot-heels 
US6096A,Piston-valve inclosed in the steam-cylinder 
US6097A,Level-scale for canals 
US6098A,Dumping- wagon 
US6099A,Improvement in sewing-machines 
US6100A,Improvement in plows 
US6101A,Cheese-press 
US6102A,Improvement in coloring bricks 
US6103A,Camphene-lamp 
US6104A,Apparatus for ascertaining by in 
US6105A,Regulating the supply of water in steam-boilers 
US6106A,Wibe fence 
US6107A,Appaeatus fob heating by vapob of alcohol 
US6108A,Improvement in self-acting presses 
US6109A,Boob-lock by which owe keyhole serves eos 
US6110A,Improvement in compositions for filling teeth 
US6111A,Combietatioh eevolving tumbles-lock 
US6112A,Nipper saw-set 
US6113A,Apparatus fob removing animals from railroads 
US6114A,hamilton clark 
US6115A,Improvement in water-wheels 
US6116A,Improvement in spark and gas consumers 
US6117A,Improvement in the manufacture of pearlash 
US6118A,Improvement in apparatus for warming apartments 
US6119A,Drying-machine 
US6120A,Francis gricb 
US6121A,Improvement in electro-magnetic ore-separators 
US6122A,Artificial 
US6123A,Improvement in horse-rakes 
US6124A,Daniel smith 
US6125A,Improvement in fire-kindling materials 
US6126A,Method of attaching the arch to the truss-frame in bridges 
US6127A,Bxick-fbess 
US6128A,Short slide-valve by chamfering corners 
US6129A,Washbtjrn race 
US6130A,William henby lindsay 
US6131A,Improvement in machinery for turning right and left lasts 
US6132A,Apparatus for current-wheels 
US6133A,Chukkt 
US6134A,of boston 
US6135A,Improvement in cardi ng-engi n es 
US6136A,Improved cartridge-tube-formingand conveyer repeating fire-arm 
US6137A,Improvement in cooking-stoves 
US6138A,Flood-eeitce 
US6139A,Improved detached metallic cartridge-tubes 
US6140A,Machine for dressing nuts and bolt-heads 
US6141A,Improvement in 
US6142A,Protector-slide for door-locks 
US6143A,Improvement in weaversj temples 
US6144A,Improvement in jaw-temples for looms 
US6145A,Gas apparatus 
US6146A,Island 
US6147A,Manufacture of hubs aitd axles 
US6148A,Machinery for separating flour from bran 
US6149A,Elijah pratt and raymond graverend 
US6150A,Shake foe caes 
US6151A,Improvement in horse-rakes 
US6152A,Island 
US6153A,Loom eoe weaving brussels carpets 
US6154A,Punching-machine with a combination of adjustable gages 
US6155A,Fire-escape 
US6156A,Stove foe heating apartments 
US6157A,Delivery amd take-tip motion of looms 
US6158A,"Improvement in cotton-presses 
     "
US6159A,Let-off motion of looms 
US6160A,Spike-machine 
US6161A,Island 
US6162A,Island 
US6163A,Buying ghaut 
US6164A,Improved tubular two-part rail 
US6165A,Door-lock by a combined key and gage 
US6166A,Improvement in rope machinery 
US6167A,Improvement in cultivators 
US6168A,Horizontal spark-arrester 
US6169A,Improvement in double-scale balances 
US6170A,goodyer 
US6171A,Improved combined rail-road bar 
US6172A,Begulatiita forebays 
US6173A,Improvement in spring-shanks for boots and shoes 
US6174A,Improvement in balances for weighing 
US6175A,I mprovement in cotton-presses 
US6176A,Improvement in rope-machines 
US6177A,Cooking-stove 
US6178A,Currycomb 
US6179A,Improvement in plows 
US6180A,Improved furnace for smelting zinc 
US6181A,Cueeycomb 
US6182A,Improvement in smoke-consuming apparatus 
US6183A,Improvement in grain-gatherers 
US6184A,Door-lock 
US6185A,wells 
US6186A,Loom for weaving brussels carpeting 
US6187A,Spiral spark-arkestek 
US6188A,Apparatus for dressing cloth 
US6189A,Cotton batting 
US6190A,Apparatus for raising and tilting water-buckets 
US6191A,Apparatus for raising water 
US6192A,Apparatus for drawing water from wells 
US6193A,Improvement in tide-water wheels 
US6194A,Improvement in steelyards for weighing 
US6195A,Thomas j 
US6196A,Machine for making percussion-caps 
US6197A,Improvement in cardi ng-mach i n es 
US6198A,Cookufg-kaetgb 
US6199A,Improvement in draining and blanching sugars 
